"datetime","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3","sub_metering_4"
"11/6/2007","2082.378","200.526","343730.82","8855.8000000001","1105","5515","10690","17396.3000369"
"11/7/2007","1844.758","193.52","344973.47","7892.8","5042","301","6374","19028.9666661"
"11/8/2007","1501.06","134.698","346683.81","6386.4","1715","314","6500","16488.6666534"
"11/9/2007","2171.226","113.242","343750.23","9168.8","0","4573","15375","16239.1000026"
"11/10/2007","2611.6","237.652","344318.99","11098","3697","304","13767","25758.6666771"
"11/11/2007","1887.124","185.61","345974.78","7978.4","3445","320","6024","21663.0666647"
"11/12/2007","2156.146","137.468","345348.85","9031.6","1018","4165","13281","17471.7666849"
"11/13/2007","2214.398","140.952","347217.09","9293","978","4933","11076","19919.6333126"
"11/14/2007","2047.994","141.59","345522.28","8554.6","1055","295","16345","16438.233364"
"11/15/2007","1491.988","133.066","345578.39","6330.8","1606","571","7503","15186.466678"
"11/16/2007","2309.754","123.978","347016.26","9674","1991","4660","13564","18280.9000105"
"11/17/2007","2610.094","168.03","346468.93","10942.4","2588","2199","14990","23724.566625"
"11/18/2007","2183.858","161.762","348855.06","9140.6","5201","2097","7066","22033.6333693"
"11/19/2007","1723.654","112.03","349583.55","7209","1089","253","10750","16635.5666709"
"11/20/2007","2095.856","124.832","347527.91","8770.2","1015","3954","11026","18935.93330175"
"11/21/2007","1754.716","131.718","347753.62","7372.4","1139","550","9455","18101.2665958"
"11/22/2007","1932.378","143.108","347853.67","8145","2867","297","9001","20041.3000363"
"11/23/2007","2522.618","138.912","346640.21","10570.6","2168","6181","13685","20009.6333882"
"11/24/2007","1899.054","150.512","348195.95","7938.2","1573","4131","13451","12495.8999628"
"11/25/2007","1395.598","122.776","349432.07","5884.8","3556","279","5678","13746.9667121"
"11/26/2007","1569.716","117.05","347207.75","6626","1088","288","8926","15859.9333275"
"11/27/2007","2801.012","139.994","347502.38","11745","1063","11020","15111","19489.5333173"
"11/28/2007","1644.94","115.442","349768.52","6876.8","1182","769","7810","17654.666624"
"11/29/2007","1719.514","118.71","349535","7222.8","2031","283","8818","17526.5666553"
"11/30/2007","2331.728","147.28","350622.36","9730.4","0","7941","13601","17320.1333701"
"12/1/2007","3134.942","288.892","345983.16","13235.8","9356","353","17847","24693.0332522"
"12/2/2007","2946.188","325.082","346651.21","12410.8","2090","6915","10636","29462.1333526"
"12/3/2007","1762.06","131.914","347154.61","7438.4","1141","299","10428","17499.6666662"
"12/4/2007","2067.636","145.016","347811.81","8705","1012","5828","8561","19059.5999713"
"12/5/2007","2153.12","178.398","347368.15","9141.4","3422","295","10919","21249.3332807"
"12/6/2007","2487.934","161.936","345182.54","10566.6","4751","318","11908","24488.5666431"
"12/7/2007","1769.016","147.64","346566.31","7427.4","459","3710","10263","15051.5999995"
"12/8/2007","2213.404","154.34","344966.3","9371.6","1133","2354","12283","21120.0666469"
"12/9/2007","2274.584","200.936","345477.71","9650.1999999999","4176","2428","8728","22577.733351"
"12/10/2007","1758.754","125.012","348341.52","7451.4","1102","278","8281","19651.5666781"
"12/11/2007","2305.104","133.698","347702.74","9665.6","1050","3817","12740","20811.3999848"
"12/12/2007","1588.062","116.886","349165.91","6611.2","1152","254","7759","17302.7000106"
"12/13/2007","1847.746","111.49","348231.37","7804.2","1103","1448","8911","19333.7666926"
"12/14/2007","1974.808","179.55","348459.73","8291.2","980","3849","12941","15143.4666978"
"12/15/2007","2736.876","157.626","347444.13","11491.2","1706","3687","14313","25908.5999803"
"12/16/2007","2762.218","126.938","349466.38","11508.8","3410","2281","12929","27416.9666771"
"12/17/2007","1797.674","105.226","349382.04","7470.2","1636","243","10567","17515.2333678"
"12/18/2007","2623.194","144.08","349833.58","10947","1123","5810","11093","25693.8999065"
"12/19/2007","2196.052","109.336","349489.58","9121.6","1233","2658","11679","21030.8666816"
"12/20/2007","1949.758","119.434","350161.83","8083.2","1859","276","13592","16768.9666591"
"12/21/2007","1982.576","106.47","349749.55","8227.8","1191","200","12251","19400.9333161"
"12/22/2007","2611.264","141.314","348689.57","10934.6","3819","4550","12673","22479.0666609"
"12/23/2007","2409.048","176.272","349283.43","10055.2","1971","3091","11962","23126.7999609"
"12/24/2007","2257.848","149.754","349416.61","9431.5999999999","2985","2316","14350","17979.7999268"
"12/25/2007","2694.968","151.812","349892.45","11219","4588","3368","9084","27876.1333114"
"12/26/2007","2580.28","140.314","349045.05","10693.6","1109","2773","9480","29642.6666959"
"12/27/2007","2532.198","190.582","348640.72","10650","4122","1490","7960","28631.2999573"
"12/28/2007","3113.052","206.8","348889.65","13004","1980","8554","15823","25527.2000381"
"12/29/2007","3298.956","199.892","346392.96","13766.4","4836","2434","14906","32806.600014"
"12/30/2007","2558.916","178.436","348622.81","10750.6","3595","3597","13485","21971.6000367"
"12/31/2007","2216.542","145.536","347176.5","9295.2","0","3457","14071","19414.3666607"
"1/1/2008","2759.738","142.508","347092.81","11489.2","2461","2739","12355","28440.6333049"
"1/2/2008","1644.106","111.666","349081.13","6869.4","0","3094","8987","15320.766669"
"1/3/2008","1510.108","121.182","350031.54","6338.4","1130","846","6671","16521.4666598"
"1/4/2008","2291.852","136.706","347433.67","9669.8","1241","5326","11752","19878.5333043"
"1/5/2008","2183.248","129.464","343905.04","9283.4","2113","286","14591","19397.466621"
"1/6/2008","1825.184","116.958","344746.5","7761.8","1966","2445","7824","18184.7333341"
"1/7/2008","1695.814","116.172","346671.27","7078","1288","282","10294","16399.5666753"
"1/8/2008","2043.55","127.452","346783.4","8625.6","2197","3511","9793","18558.1666876"
"1/9/2008","1788.44","125.336","347412.44","7534","1162","284","8963","19398.3333257"
"1/10/2008","1894.076","120.504","346762.28","8056.2","1307","285","9992","19983.933312"
"1/11/2008","1705.818","95.484","346190.47","7147.4","1261","290","7997","18882.3000264"
"1/12/2008","2871.408","162.724","345542.66","12274.4","5594","2621","11116","28525.8000174"
"1/13/2008","2885.378","144.346","345233.85","12174.6","6506","340","9378","31865.6332772"
"1/14/2008","2024.932","120.11","346030.57","8661","5918","339","9738","17753.8666911"
"1/15/2008","2686.912","113.144","346621.66","11363.4","782","6883","14512","22604.8666552"
"1/16/2008","2135.852","128.93","346207.89","9100.2","1162","3430","9391","21614.5333622"
"1/17/2008","1572.282","116.718","347944.31","6688.8","1007","350","8657","16190.7000396"
"1/18/2008","2186.988","119.29","345503.42","9262.4","1034","846","14983","19586.8000134"
"1/19/2008","1980.306","134.982","345032.53","8393.6","2521","6054","8015","16415.0999564"
"1/20/2008","1740.368","138.614","345520.14","7414.4","1775","380","4940","21911.1333257"
"1/21/2008","1858.998","122.4","344973.24","7947.4","0","376","10447","20160.3000248"
"1/22/2008","2325.018","143.462","345736.48","9977.4","4670","7640","7552","18888.3000031"
"1/23/2008","1882.308","107.984","346906.15","7949.2","1116","387","13359","16509.7999954"
"1/24/2008","1645.022","104.306","346722.09","7038.6","1107","320","5935","20055.0333595"
"1/25/2008","2239.856","119.626","346615.84","9423.4","0","2421","11409","23500.9333485"
"1/26/2008","2834.988","168.422","345254.7","12048","4925","311","15606","26407.8000423"
"1/27/2008","2381.766","140.758","347477.29","10058.2","3725","3818","7367","24786.1000194"
"1/28/2008","2308.196","107.836","346272.16","9748.2","1142","280","12792","24255.9333355"
"1/29/2008","2676.024","117.176","346497.27","11292.8","1487","6199","11077","25837.3999493"
"1/30/2008","1640.646","116.47","347925.1","6950","0","261","7261","19822.0999633"
"1/31/2008","1953.922","137.576","348315.48","8342.4","1165","267","9437","21696.3667129"
"2/1/2008","1534.652","179.25","346118.79","6505.4","336","280","7241","17720.5333838"
"2/2/2008","2937.614","231.052","346020.26","12453","6247","2766","15206","24741.2332987"
"2/3/2008","2084.568","153.708","346090.64","8835.4","2319","4435","8452","19536.8000361"
"2/4/2008","1628.138","104.034","345967.5","6879.2","1161","252","9531","16191.6333535"
"2/5/2008","2472.456","152.786","347006.76","10383.2","1098","7803","13717","18589.5999539"
"2/6/2008","1669.54","114.26","343315.75","7104.4","2114","356","8428","16927.6666527"
"2/7/2008","1518.31","108.706","347141.59","6392.6","0","295","8089","16921.1667291"
"2/8/2008","1950.564","119.094","346223.69","8276","940","1921","9563","20085.3999823"
"2/9/2008","2102.276","144.528","348140.89","8769.6","2050","2838","10293","19856.9332919"
"2/10/2008","2184.714","151.736","347436.29","9211.4","2562","2955","10128","20766.8999483"
"2/11/2008","1692.016","102.246","348036.76","7101.8","1018","297","8930","17955.2666793"
"2/12/2008","1987.798","130.946","344893.18","8419.8","2009","1856","12138","17126.9666742"
"2/13/2008","1900.498","128.478","347332.46","8035.4","2530","3615","7568","17961.966675"
"2/14/2008","1604.622","113.646","346701.34","6744.6","1300","291","9299","15853.7000271"
"2/15/2008","2005.208","107.952","348322.47","8325","1109","1723","13417","17171.1333541"
"2/16/2008","2346.948","138.994","347166.08","9927.2","1076","2360","11599","24080.8000079"
"2/17/2008","1933.368","120.076","349156.56","8142.4","3182","2257","6049","20734.8000558"
"2/18/2008","1514.404","101.972","348572.06","6301.8","0","251","10345","14644.0666422"
"2/19/2008","2126.916","137.568","347054.59","8956.4","1881","4711","11200","17656.5999984"
"2/20/2008","2253.79","190.268","348004.35","9516","3655","5516","7704","20688.1666836"
"2/21/2008","1633.85","112.274","346680.56","6895.4","0","307","8523","18400.8333336"
"2/22/2008","1732.564","121.688","347667.5","7279.6","1167","1985","10101","15623.0667062"
"2/23/2008","1836.86","132.608","345126.68","7793.8","1684","2250","10075","16605.3333605"
"2/24/2008","1263.008","107.332","346144.03","5240","754","332","11447","8517.1333383"
"2/25/2008","504.488","91.72","345277.45","2096","0","321","1856","6231.1333329"
"2/26/2008","507.12","84.59","344927.99","2101","0","295","2013","6144.0000152"
"2/27/2008","566.72","86.168","344957.79","2353.2","0","326","2969","6150.333333"
"2/28/2008","509.184","83.248","345318.15","2112.4","0","281","2028","6177.399993"
"2/29/2008","1333.348","88.948","342775.43","5576.6","0","3773","8062","10387.4666223"
"3/1/2008","1141.876","105.158","344781.38","4719.8","0","1287","2724","15020.2665925"
"3/2/2008","1162.226","144.71","345234.59","4932","0","5244","2565","11561.4333531"
"3/3/2008","1040.55","114.334","346106.86","4287.6","0","2207","1755","13380.4999019"
"3/4/2008","1668.99","108.958","347078.04","7009.4","1249","2443","9415","14709.5000169"
"3/5/2008","2037.208","140.898","347133.95","8598","1145","9797","5529","17482.46671"
"3/6/2008","2503.208","106.184","346218.09","10389","1082","372","6965","33301.1333453"
"3/7/2008","1862.956","129.392","346775.14","7836","1235","3471","9033","17310.2666929"
"3/8/2008","2248.66","237.08","347890.97","9487.2","6286","346","8435","22410.6666614"
"3/9/2008","1560.458","135.574","346674.79","6611.2","2607","333","4155","18912.6333588"
"3/10/2008","1618.686","127.124","348087.38","6786","2009","368","8660","15941.1000478"
"3/11/2008","2200.042","151.1","346210.78","9312.4","1271","3901","12936","18559.3666662"
"3/12/2008","1774.232","138.194","347122.38","7447.9999999999","1120","2374","11042","15034.5333221"
"3/13/2008","1675.514","128.474","346755.78","7116","3263","3590","5464","15608.2333244"
"3/14/2008","2210.22","159.748","346503.41","9282.6","980","3881","14476","17499.999971"
"3/15/2008","1576.3","154.412","345885.11","6697","2550","502","5910","17309.6667071"
"3/16/2008","1801.96","173.652","347464.32","7629.6","2394","566","11286","15786.6666657"
"3/17/2008","1706.918","175.274","346759.53","7210","236","6651","9346","12215.6333309"
"3/18/2008","1917.566","147.44","348377.74","8023.6","1156","4019","12544","14240.4333357"
"3/19/2008","1308.448","142.498","349059.19","5508.8","2110","411","6154","13132.4666512"
"3/20/2008","1253.274","120.854","348138.12","5269.8","1107","478","6670","12632.9000117"
"3/21/2008","2066.442","223.824","347572.67","8695","2171","4778","13275","14216.6999954"
"3/22/2008","2053.516","185.68","347921.5","8669.2","3322","588","12405","17910.2667022"
"3/23/2008","2325.99","152.446","349419.78","9778.4","6279","2112","13878","16497.4999604"
"3/24/2008","1978.452","131.166","349492.02","8301.6","1169","5988","7025","18792.1999999"
"3/25/2008","2015.856","127.832","348679.03","8453.6","2246","3677","13494","14180.6000112"
"3/26/2008","1633.472","133.598","349646.11","6858.8","2547","3831","7547","13299.5333439"
"3/27/2008","1370.822","116.44","348617.58","5703.6","0","356","9022","13469.03337"
"3/28/2008","1885.424","137.64","348945.61","7889.8","2325","3605","11581","13912.7333126"
"3/29/2008","2471.15","175.068","347405.11","10381.4","5153","375","17240","18417.8333061"
"3/30/2008","2146.392","175.97","347275.81","9039.6","5045","1315","9769","19644.2000382"
"3/31/2008","1377.57","130.86","349526.94","5768.6","1091","411","9387","12070.5000022"
"4/1/2008","2129.052","170.396","347926.76","8931.6","1079","6657","14515","13233.2000099"
"4/2/2008","1691.672","142.54","343680.71","7211","1106","3674","7989","15425.533316"
"4/3/2008","1128.756","121.236","346599.71","4724.4","0","422","6901","11489.6000176"
"4/4/2008","1631.918","125.306","347516.72","6806","2133","775","13246","11044.6333601"
"4/5/2008","1970.762","203.684","346403.56","8330.2","2929","874","13644","15399.0333154"
"4/6/2008","1696.318","150.572","347255.43","7122.8","1124","2615","7552","16980.9667404"
"4/7/2008","1538.838","141.28","350248.79","6457.2","2420","672","9466","13089.2999899"
"4/8/2008","2657.516","184.176","348575.88","11087.2","2752","10713","17519","13307.933334"
"4/9/2008","1218.852","132.864","348937.5","5073","0","376","9003","10935.2000702"
"4/10/2008","1477.746","163.68","348406.63","6199.8","3261","457","6527","14384.1000496"
"4/11/2008","1877.664","143.89","346692.06","7851.8","1802","491","14522","14479.4000355"
"4/12/2008","2800.014","392.272","347130.97","11834.2","7076","2499","15225","21866.9000956"
"4/13/2008","2232.986","213.514","346209.59","9434.6","2554","5942","13007","15713.4333855"
"4/14/2008","1589.582","154.958","348932.24","6630.2","0","425","11197","14871.0333358"
"4/15/2008","1670.406","178.782","347383.79","7069.8","1174","3998","9874","12794.1000462"
"4/16/2008","1489.064","125.904","348111.92","6215.2","838","403","11322","12254.7333695"
"4/17/2008","1395.862","145.878","347621.18","5910.2","1719","417","8638","12490.3666878"
"4/18/2008","1862.39","184.646","346523.87","7859","2174","3832","10921","14112.833304"
"4/19/2008","2253.71","245.284","347246.18","9556","4319","2457","14722","16063.8333656"
"4/20/2008","1791.418","227.854","347663.34","7575.2","1030","4544","10401","13881.9667076"
"4/21/2008","1164.156","175.4","348469.19","4902","0","2673","6788","9941.6000546"
"4/22/2008","1627.676","193.15","346981.99","6872.4","971","5093","10603","10460.9333368"
"4/23/2008","1357.328","189.502","347776.33","5713.2","1380","492","8406","12344.1334258"
"4/24/2008","1043.772","171.924","346471.67","4403.6","1263","522","5296","10315.20000734"
"4/25/2008","1267.734","162.224","347050.3","5328","824","2004","9400","8900.9000244"
"4/26/2008","903.166","168.696","346741.29","3793","0","634","3586","10832.7666558"
"4/27/2008","1008.24","198.118","346906.49","4267.8","693","588","5488","10035.0000466"
"4/28/2008","659.052","167.118","347008.98","2809","0","621","2786","7577.2000444"
"4/29/2008","1972.616","215.356","346617.94","8309.8","1402","5411","10481","15582.9333965"
"4/30/2008","1101.726","171.556","347664.45","4634.8","1057","590","6653","10062.0999794"
"5/1/2008","576.014","150.696","347682.62","2451.4","0","530","2586","6484.233349"
"5/2/2008","1497.768","205.568","347974.48","6304","3114","584","8687","12577.7999861"
"5/3/2008","1289.6","202.004","346800.51","5473.4","996","541","6535","13421.3333989"
"5/4/2008","1470.97","209.422","347587.89","6282","2196","2872","5464","13984.1667129"
"5/5/2008","1366.932","185.75","346661.07","5756.8","1008","378","10197","11199.2000482"
"5/6/2008","1789.98","199.596","346018.06","7554.2","1354","5410","12200","10868.999992"
"5/7/2008","1176.264","190.956","347157.02","4978.8","1030","423","6649","11502.4000556"
"5/8/2008","2116.698","253.244","345385.86","8897","3667","702","12717","18192.3000146"
"5/9/2008","1747.272","229.874","346278.56","7396","2229","423","11904","14565.2000186"
"5/10/2008","1909.128","289.814","345724.17","8116.4","6950","612","11714","12542.7999878"
"5/11/2008","1610.92","275.702","346299.26","6918","563","1340","6930","18015.66671172"
"5/12/2008","1524.204","229.14","347099.94","6508","2082","1085","11959","10277.4000019"
"5/13/2008","1476.894","236.468","346138.65","6324.2","823","4089","8370","11332.89997581"
"5/14/2008","1584.262","277.374","346620.26","6787.2","2467","3436","9716","10785.36664816"
"5/15/2008","1162.768","237.724","346104.57","5071.8","868","570","6820","11121.46663777"
"5/16/2008","1648.966","235.532","345060.99","7082.6","2228","2566","8956","13732.76664937"
"5/17/2008","1657.454","275.896","344840.92","7130.2","2158","935","12472","12059.2333124"
"5/18/2008","1803.958","254.492","345143.07","7789.6","1775","5355","8626","14309.96665635"
"5/19/2008","1030.262","175.736","346221.9","4420","1014","558","7503","8096.03336271"
"5/20/2008","1581.334","184.082","347068.23","6742.4","1352","2431","11977","10595.56663682"
"5/21/2008","1324.112","190.326","346695.14","5640","1989","474","9251","10354.53333169"
"5/22/2008","976.868","169.816","344880.28","4256.6","996","440","6475","8370.13331846"
"5/23/2008","1484.916","178.958","344878.35","6276.4","0","1390","14734","8624.60004389"
"5/24/2008","1580.176","285.55","346643.86","6723.4","1027","569","12833","11907.266701"
"5/25/2008","2048.504","290.416","345521.73","8836.6","4307","8811","6016","15007.7333285"
"5/26/2008","1289.71","220.698","346123.71","5658.8","985","666","9284","10560.16663584"
"5/27/2008","1708.7","207.466","344722.85","7354.6","0","5352","11478","11648.33332002"
"5/28/2008","1114.372","235.644","347504.68","4824.8","3138","512","6709","8213.86665115"
"5/29/2008","1135.076","186.832","342252.23","5005","1004","507","8703","8703.9333027"
"5/30/2008","1397.244","182.218","346397.32","6052.2","0","3019","11298","8970.39999262"
"5/31/2008","1641.47","249.924","346542.05","7089.2","1764","2328","11858","11407.8333583"
"6/1/2008","1848.876","225.34","346497.38","7809.4","1906","545","11307","17056.59997562"
"6/2/2008","1074.012","165.158","340372.62","4634","960","558","6341","10041.19999964"
"6/3/2008","1597.816","173.938","337179.18","6975.6","2897","2608","9265","11860.26668787"
"6/4/2008","1588.912","152.404","337977.32","6952","1550","7682","6508","10741.86670086"
"6/5/2008","1120.078","153.106","338635.91","4892.6","1747","506","8781","7633.96666585"
"6/6/2008","1217.714","174.52","345192.39","5287.8","1009","506","7871","10909.23332942"
"6/7/2008","1882.484","186.414","344137.6","7966","2379","2611","14593","11791.7333751"
"6/8/2008","1542.322","188.384","345549.51","6618.4","2536","3161","9732","10276.36671086"
"6/9/2008","1325.698","183.64","344785.94","5817.2","1967","2085","7921","10121.9666725"
"6/10/2008","1067.09","216.018","345568.39","4615","907","585","8992","7300.83332261"
"6/11/2008","1123.206","214.372","345822.44","4879.4","977","842","7566","9335.10000359"
"6/12/2008","1259.332","189.292","345153.63","5471","1951","567","7246","11224.86663187"
"6/13/2008","1875.63","281.926","343998.14","8072.6","2809","7358","10549","10544.49998221"
"6/14/2008","1384.92","344.28","345620.87","6059.2","1862","1011","10681","9527.99998654"
"6/15/2008","2289.102","281.006","344813.37","9754","6471","6802","11589","13289.70007154"
"6/16/2008","1303.044","204.382","346224.19","5622.8","1980","464","10012","9261.40000623"
"6/17/2008","1145.084","175.464","346110.38","4945.8","1080","432","10094","7478.733346625"
"6/18/2008","1893.608","272.724","345225.41","8224.4","7549","3040","12687","8284.13336621"
"6/19/2008","1588.082","189.418","344552.67","6822.6","3411","1514","10911","10632.03334052"
"6/20/2008","1676.104","227.42","345512.43","7211.8","2948","2935","12417","9635.0667019"
"6/21/2008","1734.254","239.028","344827.31","7393.2","940","5823","12828","9313.23334814"
"6/22/2008","1566.416","294.144","344223.53","6730.6","4705","1175","10652","9574.93335682"
"6/23/2008","1251.796","210.956","344070.22","5460.4","2600","581","10124","7558.26666458"
"6/24/2008","1754.452","253.022","342598.16","7577.6","2779","3489","14271","8701.86666659"
"6/25/2008","1261.77","290.626","344008.66","5631.8","2773","569","9402","8285.49997663"
"6/26/2008","1056.02","217.414","344666.02","4624","921","572","8971","7136.33331442"
"6/27/2008","1755.152","262.008","344066.38","7540.8","4159","2372","10163","12558.53333514"
"6/28/2008","1208.8","210.954","344365.03","5307.8","0","2000","7932","10214.66669866"
"6/29/2008","749.352","183.664","345831.33","3356.8","955","535","3896","7103.20000891"
"6/30/2008","804.196","189.526","346141.61","3570","0","521","6819","6063.26667077"
"7/1/2008","1215.24","277.788","344938.02","5385.6","3465","587","8390","7812.00004306"
"7/2/2008","1147.202","266.538","344105.25","5140.2","962","650","7002","10506.0333508"
"7/3/2008","1098.36","213.748","345075.11","4814.2","958","2569","7410","7369.00000838"
"7/4/2008","942.02","188.132","345858.7","4072.8","0","589","8302","6809.3333347"
"7/5/2008","1469.088","224.78","344973.27","6316.6","1875","6754","8365","7490.79997726"
"7/6/2008","1805.064","253.582","346449.93","7717.6","4258","5230","7536","13060.3999647"
"7/7/2008","983.39","202.81","345072.55","4274.8","2171","592","7149","6477.833317446"
"7/8/2008","1126.214","196.318","345168.9","4854.8","991","503","7592","9684.23329376"
"7/9/2008","919.318","191.724","346074.59","3996.4","951","499","7352","6519.96664379"
"7/10/2008","1251.276","240.242","345409.57","5390.6","982","552","8186","11134.60001074"
"7/11/2008","1254.216","251.036","344904.35","5446.4","724","558","9251","10370.60000799"
"7/12/2008","1328.852","266.124","345685.36","5832.6","4436","2617","7231","7863.53331789"
"7/13/2008","1256.616","167.358","346023.37","5432","1671","3164","7093","9015.60000804"
"7/14/2008","1137.926","209.668","346311.63","4941.6","2564","1995","6436","7970.43331087"
"7/15/2008","1155.86","190.936","345285.28","4947.4","968","552","8585","9159.3332839"
"7/16/2008","1077.062","206.462","346454.47","4661","1537","2799","4978","8637.03335691"
"7/17/2008","1319.122","239.506","345480.53","5798.4","1122","723","8280","11860.36665634"
"7/18/2008","1261.584","195.606","344991.15","5381.2","1143","552","9260","10071.39998364"
"7/19/2008","1344.014","208.03","344377.61","5788.4","2941","3146","7676","8637.23337048"
"7/20/2008","941.534","172.576","345279.88","4084.4","1943","1076","5457","7216.23335455"
"7/21/2008","1156.478","172.45","344306.44","5014.2","1698","431","9189","7956.63331634"
"7/22/2008","740.242","161.128","345125.24","3272.6","0","430","4886","7021.36666887"
"7/23/2008","942.63","162.392","345738.41","4103.2","1233","454","6325","7698.50002296"
"7/24/2008","1093.45","185.882","345432.62","4639","837","476","8344","8567.1666888"
"7/25/2008","865.534","182.714","344242.39","3770.4","1168","492","6731","6034.56668176"
"7/26/2008","815.684","213.318","345641.32","3592","0","948","6243","6403.73332528"
"7/27/2008","1147.396","233.138","343398.47","5058","1063","858","8385","8817.26669617"
"7/28/2008","825.804","198.514","345590.92","3707","0","509","5963","7291.3999858"
"7/29/2008","1166.558","208.384","345958.39","5242.8","1571","530","5802","11539.6333516"
"7/30/2008","1299.908","227.536","344283.25","5853.8","2548","773","6278","12066.1333611"
"7/31/2008","1392.638","243.476","345737.77","6093.8","1533","2808","7588","11281.63335015"
"8/1/2008","739.576","252.704","345319.83","3352.2","586","1150","5091","5499.26665537"
"8/2/2008","505.776","178.294","344345.37","2286.6","0","504","3803","4122.5999834"
"8/3/2008","504.782","166.052","341358.39","2270.4","0","499","3926","3988.03333329"
"8/4/2008","1126.13","193.714","342523.64","4918.4","596","4677","4411","9084.83336049"
"8/5/2008","827.118","180.248","343780.5","3608.6","635","509","7118","5523.300025575"
"8/6/2008","326.112","214.504","346414.79","1570.2","0","513","2215","2707.200020155"
"8/7/2008","334.884","214.94","344609.75","1613.8","0","526","2357","2698.40000548"
"8/8/2008","302.2","196.448","344817.42","1448","0","481","1980","2575.66667507"
"8/9/2008","358.924","199.99","346623.06","1670.8","0","489","1902","3591.066701055"
"8/10/2008","352.032","189.106","345981.44","1616.4","0","464","1905","3498.20002853"
"8/11/2008","371.916","187.62","346634.39","1685.8","0","489","1880","3829.60000248"
"8/12/2008","288.984","187.042","345669.53","1373","0","462","1844","2510.40002304"
"8/13/2008","282.584","183.836","346854.98","1341.4","0","451","1789","2469.73336092"
"8/14/2008","270.258","177.966","347242.87","1274.4","0","441","1641","2422.30002306"
"8/15/2008","273.654","178.178","347267.76","1290.2","0","439","1691","2430.900021375"
"8/16/2008","274.814","181.678","348617.3","1295.2","0","442","1688","2450.233346311"
"8/17/2008","274.796","179.516","347304.17","1292.8","0","445","1710","2424.93334948"
"8/18/2008","273.758","178.098","347552.41","1287.8","0","440","1719","2403.63335072"
"8/19/2008","274.692","180.622","346888.42","1300.8","0","442","1697","2439.20002006"
"8/20/2008","268.472","178.064","347822.94","1272","0","437","1626","2411.533349335"
"8/21/2008","261.298","168.972","346025.76","1223.6","0","432","1577","2345.96668646"
"8/22/2008","267.124","174.654","346870.43","1255.8","0","438","1614","2400.06668604"
"8/23/2008","254.642","169.422","348685.43","1196.4","0","419","1485","2340.033354065"
"8/24/2008","254.716","163.91","347923.32","1190","0","404","1523","2318.266683945"
"8/25/2008","250.298","163.87","347722.52","1164","0","422","1436","2313.63334645"
"8/26/2008","257.564","166.566","347212.15","1205.6","0","420","1533","2339.73335294"
"8/27/2008","258.114","165.872","346430.11","1199.8","0","399","1539","2363.900029075"
"8/28/2008","268.246","174.098","346381.42","1260","0","432","1631","2407.766693085"
"8/29/2008","267.588","171.186","346083.05","1260","0","430","1599","2430.800019995"
"8/30/2008","270.424","177.552","346340.15","1276.2","0","435","1619","2453.06668838"
"8/31/2008","1500.864","210.672","345625.78","6405.4","2056","3733","12118","7107.40001266"
"9/1/2008","1247.51","184.486","345478.91","5374.8","950","521","10183","9137.83333136"
"9/2/2008","1384.154","224.634","344633.71","5963.8","4273","1206","6648","10942.23334073"
"9/3/2008","1388.486","179.288","345642.42","5930.8","1326","1902","10213","9700.4333341"
"9/4/2008","1225.22","151.872","343675.43","5262.8","2225","404","9408","8383.33335055"
"9/5/2008","873.96","147.236","345010.45","3752","379","431","6943","6813.00000563"
"9/6/2008","1868.574","238.292","344649.28","7955.2","2948","6500","13400","8294.90002841"
"9/7/2008","1372.656","176.444","346447.71","5876.4","3612","1707","5976","11582.60003286"
"9/8/2008","1309.324","160.574","347589.83","5548.8","747","2293","9559","9223.06665396"
"9/9/2008","1159.654","180.67","345285.6","4988.8","236","453","7728","10910.56665019"
"9/10/2008","1300.764","166.43","344852.04","5554.8","1009","399","10281","9990.39997673"
"9/11/2008","1028.714","192.038","344303.72","4435.6","1005","417","7644","8079.2333486"
"9/12/2008","1392.762","178.298","345554.37","5968.2","1867","402","8738","12205.70008111"
"9/13/2008","1631.436","186.192","345779.35","6941","930","5433","11807","9020.60002236"
"9/14/2008","1576.326","193.746","345440.14","6818.4","4673","445","6538","14616.0999892"
"9/15/2008","1697.708","136.118","345968.51","7303.4","960","364","10322","16649.1333659"
"9/16/2008","1221.862","156.06","346966.2","5211.8","0","368","8249","11747.3666544"
"9/17/2008","1519.21","177.168","346545.61","6465.2","1910","3727","9371","10312.16668971"
"9/18/2008","1505.29","189.376","346071.08","6404.2","4202","357","7991","12538.16671801"
"9/19/2008","1518.846","166.768","346114.24","6449.4","1569","351","12367","11027.10004433"
"9/20/2008","1304.6","156.204","346455.53","5480","0","370","12477","8896.333288925"
"9/21/2008","1533.07","206.262","346953.83","6566.8","4010","2381","8347","10813.1666819"
"9/22/2008","1358.564","151.524","345901.19","5778.2","1014","2448","10227","8953.73336351"
"9/23/2008","1232.788","165.128","345864.04","5305.2","0","2168","7920","10458.46669135"
"9/24/2008","1718.35","173.472","345781.14","7245.6","2019","4730","10548","11342.16671382"
"9/25/2008","1131.22","173.77","346018.07","4815","1012","751","8485","8605.66670153"
"9/26/2008","1431.45","211.572","346166.82","6105","1221","370","10890","11376.49997567"
"9/27/2008","2127.446","257.04","345810.93","9012.4","4347","2584","12688","15838.43330333"
